Taxon_name	Status	MinAge	MaxAge	Site
Cagliceras	extinct	174.7	180.4	201329
Osperleioceras	extinct	174.7	180.4	201330
Osperleioceras	extinct	174.7	180.4	201331
Osperleioceras	extinct	174.7	180.4	201332
Planammatoceras	extinct	174.7	180.4	201332
Osperleioceras	extinct	174.7	180.4	201333
Dumortieria	extinct	174.7	180.4	201333
Geczyceras	extinct	174.7	180.4	201333
Geczyceras	extinct	174.7	180.4	201334
Osperleioceras	extinct	174.7	180.4	201335
Polyplectus	extinct	174.7	180.4	201335
Osperleioceras	extinct	174.7	180.4	201336
Osperleioceras	extinct	174.7	180.4	201337
Osperleioceras	extinct	174.7	180.4	201338
Polyplectus	extinct	174.7	180.4	201338
Dumortieria	extinct	174.7	180.4	201338
Osperleioceras	extinct	174.7	180.4	201339
Dumortieria	extinct	174.7	180.4	201339
Geczyceras	extinct	174.7	180.4	201339
Osperleioceras	extinct	174.7	180.4	201340
Dumortieria	extinct	174.7	180.4	201340
Osperleioceras	extinct	174.7	180.4	201341
Dumortieria	extinct	174.7	180.4	201341
Osperleioceras	extinct	174.7	180.4	201342
Osperleioceras	extinct	174.7	180.4	201343
Planammatoceras	extinct	174.7	180.4	201343
Osperleioceras	extinct	174.7	180.4	201344
Catulloceras	extinct	174.7	180.4	201344
Osperleioceras	extinct	174.7	180.4	201345
Cotteswoldia	extinct	174.7	180.4	201345
Osperleioceras	extinct	174.7	180.4	201346
Planammatoceras	extinct	174.7	180.4	201346
Osperleioceras	extinct	174.7	180.4	201347
Pleydellia	extinct	174.7	180.4	201347
Osperleioceras	extinct	174.7	180.4	201349
Catulloceras	extinct	174.7	180.4	201349
Geczyceras	extinct	174.7	180.4	201349
Osperleioceras	extinct	174.7	180.4	201351
Catulloceras	extinct	174.7	180.4	201351
Cotteswoldia	extinct	174.7	180.4	201352
Dumortieria	extinct	174.7	180.4	201353
Osperleioceras	extinct	174.7	180.4	201354
Osperleioceras	extinct	174.7	180.4	201355
Osperleioceras	extinct	174.7	180.4	201356
Pleydellia	extinct	174.7	180.4	201356
Dumortieria	extinct	174.7	180.4	201356
Osperleioceras	extinct	174.7	180.4	201357
Pleydellia	extinct	174.7	180.4	201357
Erycites	extinct	174.7	180.4	201357
Dumortieria	extinct	174.7	180.4	201357
Osperleioceras	extinct	174.7	180.4	201359
Pleydellia	extinct	174.7	180.4	201359
Cagliceras	extinct	174.7	180.4	201359
Geczyceras	extinct	174.7	180.4	201359
Dumortieria	extinct	174.7	180.4	201359
Osperleioceras	extinct	174.7	180.4	201360
Pleydellia	extinct	174.7	180.4	201360
Dumortieria	extinct	174.7	180.4	201360
Catulloceras	extinct	174.7	180.4	201361
Pleydellia	extinct	174.7	180.4	201361
Cotteswoldia	extinct	174.7	180.4	201361
Pleydellia	extinct	174.7	180.4	201362
Cotteswoldia	extinct	174.7	180.4	201362
Planammatoceras	extinct	174.7	180.4	201362
Osperleioceras	extinct	174.7	180.4	201363
Pleydellia	extinct	174.7	180.4	201363
Pleydellia	extinct	174.7	180.4	201364
Catulloceras	extinct	174.7	180.4	201365
Pleydellia	extinct	174.7	180.4	201365
Osperleioceras	extinct	174.7	180.4	201366
Catulloceras	extinct	174.7	180.4	201366
Cotteswoldia	extinct	174.7	180.4	201366
Pleydellia	extinct	174.7	180.4	201366
Geczyceras	extinct	174.7	180.4	201366
Catulloceras	extinct	174.7	180.4	201367
Cotteswoldia	extinct	174.7	180.4	201367
Pleydellia	extinct	174.7	180.4	201367
Catulloceras	extinct	174.7	180.4	201368
Pleydellia	extinct	174.7	180.4	201368
Planammatoceras	extinct	174.7	180.4	201368
Catulloceras	extinct	174.7	180.4	201369
Pleydellia	extinct	174.7	180.4	201369
Catulloceras	extinct	174.7	180.4	201370
Cotteswoldia	extinct	174.7	180.4	201370
Pleydellia	extinct	174.7	180.4	201370
Pleydellia	extinct	174.7	180.4	201371
Cotteswoldia	extinct	174.7	180.4	201371
Catulloceras	extinct	174.7	180.4	201371
Cotteswoldia	extinct	174.7	180.4	201372
Pleydellia	extinct	174.7	180.4	201372
Pleydellia	extinct	174.7	180.4	201373
Bredyia	extinct	174.7	180.4	201373
Catulloceras	extinct	174.7	180.4	201373
Cotteswoldia	extinct	174.7	180.4	201374
Pleydellia	extinct	174.7	180.4	201374
Erycites	extinct	174.7	180.4	201374
Catulloceras	extinct	174.7	180.4	201374
Pleydellia	extinct	174.7	180.4	201375
Planammatoceras	extinct	174.7	180.4	201375
Catulloceras	extinct	174.7	180.4	201375
Cotteswoldia	extinct	174.7	180.4	201376
Planammatoceras	extinct	174.7	180.4	201376
Catulloceras	extinct	174.7	180.4	201376
Catulloceras	extinct	174.7	180.4	201377
Pleydellia	extinct	174.7	180.4	201378
Catulloceras	extinct	174.7	180.4	201378
Pleydellia	extinct	174.7	180.4	201379
Planammatoceras	extinct	174.7	180.4	201379
Erycites	extinct	174.7	180.4	201379
Catulloceras	extinct	174.7	180.4	201379
Erycites	extinct	174.7	180.4	201380
Bredyia	extinct	174.7	180.4	201381
Accardia	extinct	174.7	180.4	201381
Pleydellia	extinct	174.7	180.4	201382
Erycites	extinct	174.7	180.4	201382
Bredyia	extinct	174.7	180.4	201382
Pleydellia	extinct	174.7	180.4	201383
Bredyia	extinct	174.7	180.4	201383
Catulloceras	extinct	174.7	180.4	201383
Leioceras	extinct	174.7	180.4	201384
Planammatoceras	extinct	174.7	180.4	201384
Leioceras	extinct	174.7	180.4	201385
Erycites	extinct	174.7	180.4	201385
Leioceras	extinct	174.7	180.4	201386
Protogrammoceras	extinct	182.9	184.2	201415
Fontanelliceras	extinct	182.9	184.2	201415
Canavaria	extinct	182.9	184.2	201415
Dactylioceras	extinct	182.9	184.2	201415
Protogrammoceras	extinct	182.9	184.2	201416
Fontanelliceras	extinct	182.9	184.2	201416
Canavaria	extinct	182.9	184.2	201416
Neolioceratoides	extinct	182.9	184.2	201416
Dactylioceras	extinct	182.9	184.2	201416
Fontanelliceras	extinct	182.9	184.2	201417
Dactylioceras	extinct	182.9	184.2	201417
Eleganticeras	extinct	182.9	184.2	201418
Hildaites	extinct	182.9	184.2	201418
Hildaites	extinct	182.9	184.2	201419
Hildaites	extinct	182.9	184.2	201420
Polyplectus	extinct	182.9	184.2	201421
Eleganticeras	extinct	182.9	184.2	201422
Hildaites	extinct	182.9	184.2	201422
Hildoceras	extinct	180.4	182.9	201423
Nodicoeloceras	extinct	180.4	182.9	201424
Hildoceras	extinct	180.4	182.9	201424
Mercaticeras	extinct	180.4	182.9	201424
Pseudomercaticeras	extinct	180.4	182.9	201424
Hildoceras	extinct	180.4	182.9	201425
Nodicoeloceras	extinct	180.4	182.9	201426
Hildoceras	extinct	180.4	182.9	201426
Nodicoeloceras	extinct	180.4	182.9	201427
Hildoceras	extinct	180.4	182.9	201427
Nodicoeloceras	extinct	180.4	182.9	201428
Osperleioceras	extinct	180.4	182.9	201428
Hildoceras	extinct	180.4	182.9	201428
Nodicoeloceras	extinct	180.4	182.9	201429
Osperleioceras	extinct	180.4	182.9	201429
Mercaticeras	extinct	180.4	182.9	201429
Hildoceras	extinct	180.4	182.9	201430
Hildoceras	extinct	180.4	182.9	201431
Nodicoeloceras	extinct	180.4	182.9	201432
Hildoceras	extinct	180.4	182.9	201432
Hildoceras	extinct	180.4	182.9	201433
Hildoceras	extinct	180.4	182.9	201434
Pseudomercaticeras	extinct	180.4	182.9	201435
Mercaticeras	extinct	180.4	182.9	201436
Osperleioceras	extinct	180.4	182.9	201437
Collina	extinct	180.4	182.9	201437
Collina	extinct	180.4	182.9	201439
Brodieia	extinct	180.4	182.9	201439
Nodicoeloceras	extinct	180.4	182.9	201444
Maconiceras	extinct	180.4	182.9	201444
Harpoceras	extinct	180.4	182.9	201444
Leukadiella	extinct	180.4	182.9	201445
Nodicoeloceras	extinct	180.4	182.9	201446
Hildoceras	extinct	180.4	182.9	201446
Osperleioceras	extinct	180.4	182.9	201446
Nodicoeloceras	extinct	180.4	182.9	201447
Hildoceras	extinct	180.4	182.9	201447
Hildoceras	extinct	180.4	182.9	201448
Mercaticeras	extinct	180.4	182.9	201448
Phymatoceras	extinct	180.4	182.9	201448
Hildoceras	extinct	180.4	182.9	201449
Porpoceras	extinct	180.4	182.9	201450
Hildoceras	extinct	180.4	182.9	201450
Hildoceras	extinct	180.4	182.9	201451
Hildoceras	extinct	180.4	182.9	201452
Hildoceras	extinct	180.4	182.9	201455
Porpoceras	extinct	180.4	182.9	201453
Maconiceras	extinct	180.4	182.9	201453
Hildoceras	extinct	180.4	182.9	201453
Osperleioceras	extinct	180.4	182.9	201453
Hildoceras	extinct	180.4	182.9	201454
Osperleioceras	extinct	180.4	182.9	201454
Hildoceras	extinct	180.4	182.9	201456
Osperleioceras	extinct	180.4	182.9	201456
Frechiella	extinct	180.4	182.9	201456
Hildoceras	extinct	180.4	182.9	201457
Hildoceras	extinct	180.4	182.9	201458
Osperleioceras	extinct	180.4	182.9	201458
Frechiella	extinct	180.4	182.9	201458
Hildoceras	extinct	180.4	182.9	201459
Hildoceras	extinct	180.4	182.9	201460
Catacoeloceras	extinct	180.4	182.9	201461
Hildoceras	extinct	180.4	182.9	201461
Hildoceras	extinct	180.4	182.9	201462
Catacoeloceras	extinct	180.4	182.9	201463
Osperleioceras	extinct	180.4	182.9	201463
Mercaticeras	extinct	180.4	182.9	201463
Phymatoceras	extinct	180.4	182.9	201463
Hildoceras	extinct	180.4	182.9	201464
Hildoceras	extinct	180.4	182.9	201465
Osperleioceras	extinct	180.4	182.9	201465
Hildoceras	extinct	180.4	182.9	201466
Collina	extinct	180.4	182.9	201466
Collina	extinct	180.4	182.9	201467
Collina	extinct	180.4	182.9	201468
Epophioceras	extinct	192.9	199.5	201508
Epophioceras	extinct	192.9	199.5	201509
Arpadites	extinct	237	246.7	201597
Argolites	extinct	237	246.7	201597
Protrachyceras	extinct	237	246.7	201597
Eoprotrachyceras	extinct	237	246.7	201597
Detoniceras	extinct	237	246.7	201597
Trachyceras	extinct	237	246.7	201597
Sirenotrachyceras	extinct	237	246.7	201597
Falsanolcites	extinct	237	246.7	201597
Proarcestes	extinct	237	246.7	201597
Joannites	extinct	237	246.7	201597
Procladiscites	extinct	237	246.7	201597
Phyllocladiscites	extinct	237	246.7	201597
Sageceras	extinct	237	246.7	201597
Megaphyllites	extinct	237	246.7	201597
Pinacoceras	extinct	237	246.7	201597
Monophyllites	extinct	237	246.7	201597
Epigymnites	extinct	237	246.7	201597
Gymnites	extinct	237	246.7	201597
Sturia	extinct	237	246.7	201597
Sphenodiscus	extinct	66	72.2	152080
Osperleioceras	extinct	174.7	180.4	201635
Osperleioceras	extinct	174.7	180.4	201636
Dumortieria	extinct	174.7	180.4	201637
Dumortieria	extinct	174.7	180.4	201638
Geczyceras	extinct	174.7	180.4	201639
Dumortieria	extinct	174.7	180.4	201639
Dumortieria	extinct	174.7	180.4	201640
Hammatoceras	extinct	174.7	180.4	201641
Dumortieria	extinct	174.7	180.4	201641
Dumortieria	extinct	174.7	180.4	201642
Dumortieria	extinct	174.7	180.4	201643
Osperleioceras	extinct	174.7	180.4	201643
Dumortieria	extinct	174.7	180.4	201644
Dumortieria	extinct	174.7	180.4	201645
Osperleioceras	extinct	174.7	180.4	201645
Dumortieria	extinct	174.7	180.4	201646
Dumortieria	extinct	174.7	180.4	201647
Osperleioceras	extinct	174.7	180.4	201647
Osperleioceras	extinct	174.7	180.4	201648
Dumortieria	extinct	174.7	180.4	201649
Osperleioceras	extinct	174.7	180.4	201649
Cotteswoldia	extinct	174.7	180.4	201649
Dumortieria	extinct	174.7	180.4	201650
Osperleioceras	extinct	174.7	180.4	201650
Pleydellia	extinct	174.7	180.4	201650
Cotteswoldia	extinct	174.7	180.4	201650
Osperleioceras	extinct	174.7	180.4	201651
Cotteswoldia	extinct	174.7	180.4	201651
Cotteswoldia	extinct	174.7	180.4	201652
Catulloceras	extinct	174.7	180.4	201653
Pleydellia	extinct	174.7	180.4	201653
Cotteswoldia	extinct	174.7	180.4	201653
Osperleioceras	extinct	174.7	180.4	201654
Pleydellia	extinct	174.7	180.4	201654
Cotteswoldia	extinct	174.7	180.4	201655
Dumortieria	extinct	174.7	180.4	201656
Pleydellia	extinct	174.7	180.4	201656
Osperleioceras	extinct	174.7	180.4	201657
Catulloceras	extinct	174.7	180.4	201657
Pleydellia	extinct	174.7	180.4	201657
Cotteswoldia	extinct	174.7	180.4	201657
Pleydellia	extinct	174.7	180.4	201658
Catulloceras	extinct	174.7	180.4	201659
Pleydellia	extinct	174.7	180.4	201659
Pleydellia	extinct	174.7	180.4	201660
Catulloceras	extinct	174.7	180.4	201661
Pleydellia	extinct	174.7	180.4	201661
Catulloceras	extinct	174.7	180.4	201662
Pleydellia	extinct	174.7	180.4	201662
Leioceras	extinct	170.9	174.7	201663
Leioceras	extinct	170.9	174.7	201664
Celtites	extinct	241.464	243.33	175098
Ticinites	extinct	241.464	243.33	175096
Celtites	extinct	241.464	243.33	175096
Serpianites	extinct	241.464	243.33	175096
Caloceras	extinct	199.5	201.4	201829
Psiloceras	extinct	199.5	201.4	201832
Mariella	extinct	100.5	106.3	201882
Mariella	extinct	100.5	106.3	201883
Desmoceras	extinct	100.5	106.3	201884
Puzosia	extinct	100.5	106.3	201885
Anagaudryceras	extinct	100.5	106.3	201886
Puzosia	extinct	100.5	106.3	201886
Mariella	extinct	100.5	106.3	201886
Puzosia	extinct	100.5	106.3	201887
Desmoceras	extinct	100.5	106.3	201887
Anisoceras	extinct	100.5	106.3	201887
Mariella	extinct	100.5	106.3	201887
Tetragonites	extinct	100.5	106.3	201888
Puzosia	extinct	100.5	106.3	201888
Stoliczkaia	extinct	100.5	106.3	201888
Anagaudryceras	extinct	100.5	106.3	201889
Gaudryceras	extinct	100.5	106.3	201889
Anisoceras	extinct	100.5	106.3	201889
Mariella	extinct	100.5	106.3	201889
Puzosia	extinct	100.5	106.3	201890
Busnardoites	extinct	132.6	137.05	201891
Busnardoites	extinct	132.6	137.05	201892
Busnardoites	extinct	132.6	137.05	201893
Busnardoites	extinct	132.6	137.05	201894
Busnardoites	extinct	132.6	137.05	201895
Busnardoites	extinct	132.6	137.05	201896
Busnardoites	extinct	132.6	137.05	201897
Busnardoites	extinct	132.6	137.05	201898
Busnardoites	extinct	132.6	137.05	201899
Paratropites	extinct	227.3	233.6	201916
Spirogmoceras	extinct	227.3	233.6	201916
Trachyceras	extinct	227.3	237	201918
Trachyceras	extinct	227.3	237	201919
Rhaetites	extinct	201.4	205.7	201921
Arcestes	extinct	201.4	205.7	201921
Pinacoceras	extinct	205.7	227.3	201929
Arcestes	extinct	227.3	237	201930
Discophyllites	extinct	227.3	237	201930
Discophyllites	extinct	227.3	237	201932
Arcestes	extinct	227.3	237	201932
Cladiscites	extinct	227.3	237	201943
Discophyllites	extinct	227.3	237	201939
Sirenites	extinct	233.6	237	201951
Protrachyceras	extinct	233.6	237	201951
Clionitites	extinct	233.6	237	201951
Anatomites	extinct	233.6	237	201951
Beneckeia	extinct	241.464	249.9	201987
Trachyceras	extinct	237	239.48	166631
Protrachyceras	extinct	237	239.48	202069
Trachyceras	extinct	237	239.48	202069
Albanites	extinct	246.7	248.1	202145
Tirolites	extinct	246.7	248.1	202145
Bajarunia	extinct	246.7	248.1	202145
Tirolites	extinct	246.7	248.1	202192
Caribouceras	extinct	246.7	248.1	202192
Bajarunia	extinct	246.7	248.1	202192
Bajarunia	extinct	246.7	248.1	202193
Bajarunia	extinct	246.7	248.1	202194
Columbites	extinct	246.7	248.1	202194
Bajarunia	extinct	246.7	248.1	202195
Columbites	extinct	246.7	248.1	202195
Coscaites	extinct	246.7	248.1	202195
Columbites	extinct	246.7	248.1	202196
Tirolites	extinct	246.7	248.1	202196
Tirolites	extinct	246.7	248.1	202198
Paltechioceras	extinct	192.9	199.5	202206
Hildoceras	extinct	174.7	182.9	171084
Arpadites	extinct	237	246.7	202271
Trachyceras	extinct	237	246.7	202271
Arcestes	extinct	237	246.7	202271
Lecanites	extinct	237	246.7	202272
Dinarites	extinct	237	246.7	202272
Ceratites	extinct	237	246.7	202272
Parakellnerites	extinct	237	246.7	202272
Balatonites	extinct	237	246.7	202272
Trachyceras	extinct	237	246.7	202272
Celtites	extinct	237	246.7	202272
Proarcestes	extinct	237	246.7	202272
Arcestes	extinct	237	246.7	202272
Procladiscites	extinct	237	246.7	202272
Sageceras	extinct	237	246.7	202272
Megaphyllites	extinct	237	246.7	202272
Monophyllites	extinct	237	246.7	202272
Epigymnites	extinct	237	246.7	202272
Gymnites	extinct	237	246.7	202272
Sturia	extinct	237	246.7	202272
Aplococeras	extinct	237	246.7	202273
Ceratites	extinct	237	246.7	202273
Parakellnerites	extinct	237	246.7	202273
Arcestes	extinct	237	246.7	202273
Longobardites	extinct	237	246.7	202273
Ptychites	extinct	237	246.7	202273
Megaphyllites	extinct	237	246.7	202273
Bullatihungarites	extinct	237	246.7	202273
Paraceratites	extinct	241.464	246.7	202275
Paraceratites	extinct	241.464	246.7	202274
Paraceratites	extinct	237	246.7	202280
Halilucites	extinct	237	246.7	202279
Beyrichites	extinct	241.464	246.7	202274
Beyrichites	extinct	241.464	246.7	202275
Hungarites	extinct	241.464	246.7	202274
Protrachyceras	extinct	241.464	246.7	202275
Proarcestes	extinct	241.464	246.7	202274
Proarcestes	extinct	241.464	246.7	202275
Megaphyllites	extinct	241.464	246.7	202275
Megaphyllites	extinct	241.464	246.7	202274
Monophyllites	extinct	241.464	246.7	202274
Monophyllites	extinct	241.464	246.7	202275
Monophyllites	extinct	237	246.7	202280
Norites	extinct	237	246.7	202280
Praepinacoceras	extinct	241.464	246.7	202275
Praepinacoceras	extinct	241.464	246.7	202274
Gymnites	extinct	241.464	246.7	202274
Sturia	extinct	241.464	246.7	202275
Sturia	extinct	241.464	246.7	202274
Sturia	extinct	237	246.7	202279
Ptychites	extinct	241.464	246.7	202274
Discoptychites	extinct	241.464	246.7	202274
Ptychites	extinct	237	246.7	202277
Ptychites	extinct	237	246.7	202279
Flexoptychites	extinct	241.464	246.7	202274
Flexoptychites	extinct	241.464	246.7	202275
Flexoptychites	extinct	237	246.7	202276
Flexoptychites	extinct	237	246.7	202277
Flexoptychites	extinct	237	246.7	202279
Flexoptychites	extinct	237	246.7	202280
Beneckeia	extinct	241.464	249.9	201986
Mollistephanus	extinct	168.6	170.9	171005
Mollistephanus	extinct	168.6	170.9	202349
Mollistephanus	extinct	168.6	170.9	171171
Libycoceras	extinct	66	72.2	114954
Libycoceras	extinct	56	83.6	202356
Libycoceras	extinct	66	72.2	202360
Holcophylloceras	extinct	170.9	174.7	202398
Praestrigites	extinct	170.9	174.7	202398
Neolissoceras	extinct	132.6	137.05	202399
Olcostephanus	extinct	132.6	137.05	202400
Neolissoceras	extinct	132.6	137.05	202400
Olcostephanus	extinct	132.6	137.05	202401
Lytoceras	extinct	132.6	137.05	202401
Protetragonites	extinct	132.6	137.05	202401
Phylloceras	extinct	132.6	137.05	202401
Bochianites	extinct	132.6	137.05	202402
Phylloceras	extinct	132.6	137.05	202402
Busnardoites	extinct	132.6	137.05	202403
Lytoceras	extinct	132.6	137.05	202403
Olcostephanus	extinct	132.6	137.05	202404
Neolissoceras	extinct	132.6	137.05	202404
Lytoceras	extinct	132.6	137.05	202404
Phylloceras	extinct	132.6	137.05	202404
Busnardoites	extinct	132.6	137.05	202405
Olcostephanus	extinct	132.6	137.05	202405
Neolissoceras	extinct	132.6	137.05	202405
Lytoceras	extinct	132.6	137.05	202405
Protetragonites	extinct	132.6	137.05	202405
Phylloceras	extinct	132.6	137.05	202405
Olcostephanus	extinct	132.6	137.05	202406
Neolissoceras	extinct	132.6	137.05	202406
Lytoceras	extinct	132.6	137.05	202406
Phylloceras	extinct	132.6	137.05	202406
Phylloceras	extinct	132.6	137.05	201891
Busnardoites	extinct	132.6	137.05	202407
Olcostephanus	extinct	132.6	137.05	202407
Phylloceras	extinct	132.6	137.05	202407
Kilianella	extinct	132.6	137.05	202408
Busnardoites	extinct	132.6	137.05	202408
Luppovella	extinct	132.6	137.05	202408
Olcostephanus	extinct	132.6	137.05	202408
Neolissoceras	extinct	132.6	137.05	202408
Lytoceras	extinct	132.6	137.05	202408
Protetragonites	extinct	132.6	137.05	202408
Phylloceras	extinct	132.6	137.05	202408
Kilianella	extinct	132.6	137.05	202409
Busnardoites	extinct	132.6	137.05	202409
Olcostephanus	extinct	132.6	137.05	202409
Neolissoceras	extinct	132.6	137.05	202409
Lytoceras	extinct	132.6	137.05	202409
Phylloceras	extinct	132.6	137.05	202409
Busnardoites	extinct	132.6	137.05	202410
Karakaschiceras	extinct	132.6	137.05	202410
Luppovella	extinct	132.6	137.05	202410
Olcostephanus	extinct	132.6	137.05	202410
Phylloceras	extinct	132.6	137.05	202410
Busnardoites	extinct	132.6	137.05	202411
Karakaschiceras	extinct	132.6	137.05	202411
Bochianites	extinct	132.6	137.05	202411
Neolissoceras	extinct	132.6	137.05	202411
Lytoceras	extinct	132.6	137.05	202411
Euphylloceras	extinct	132.6	137.05	202411
Phylloceras	extinct	132.6	137.05	202411
Busnardoites	extinct	132.6	137.05	201056
Neolissoceras	extinct	132.6	137.05	201056
Lytoceras	extinct	132.6	137.05	201056
Salfeldiella	extinct	132.6	137.05	201056
Neolissoceras	extinct	132.6	137.05	202412
Lytoceras	extinct	132.6	137.05	202412
Phylloceras	extinct	132.6	137.05	202412
Karakaschiceras	extinct	132.6	137.05	202413
Lytoceras	extinct	132.6	137.05	202413
Neolissoceras	extinct	132.6	137.05	201892
Lytoceras	extinct	132.6	137.05	201892
Protetragonites	extinct	132.6	137.05	201892
Phylloceras	extinct	132.6	137.05	201892
Phyllopachyceras	extinct	132.6	137.05	201892
Busnardoites	extinct	132.6	137.05	202414
Neolissoceras	extinct	132.6	137.05	202414
Lytoceras	extinct	132.6	137.05	202414
Protetragonites	extinct	132.6	137.05	202414
Phyllopachyceras	extinct	132.6	137.05	202414
Karakaschiceras	extinct	132.6	137.05	202415
Luppovella	extinct	132.6	137.05	202415
Bochianites	extinct	132.6	137.05	202415
Neolissoceras	extinct	132.6	137.05	202415
Lytoceras	extinct	132.6	137.05	202415
Euphylloceras	extinct	132.6	137.05	202415
Neolissoceras	extinct	132.6	137.05	201057
Lytoceras	extinct	132.6	137.05	201057
Phylloceras	extinct	132.6	137.05	201057
Busnardoites	extinct	132.6	137.05	201058
Luppovella	extinct	132.6	137.05	201058
Bochianites	extinct	132.6	137.05	201058
Olcostephanus	extinct	132.6	137.05	201058
Neolissoceras	extinct	132.6	137.05	201058
Lytoceras	extinct	132.6	137.05	201058
Phylloceras	extinct	132.6	137.05	201058
Karakaschiceras	extinct	132.6	137.05	202416
Olcostephanus	extinct	132.6	137.05	202416
Lytoceras	extinct	132.6	137.05	202416
Protetragonites	extinct	132.6	137.05	202416
Phylloceras	extinct	132.6	137.05	202416
Bochianites	extinct	132.6	137.05	202417
Olcostephanus	extinct	132.6	137.05	202417
Neolissoceras	extinct	132.6	137.05	202417
Lytoceras	extinct	132.6	137.05	202417
Phylloceras	extinct	132.6	137.05	202417
Euphylloceras	extinct	132.6	137.05	202417
Kilianella	extinct	132.6	137.05	201893
Neohoploceras	extinct	132.6	137.05	201893
Karakaschiceras	extinct	132.6	137.05	201893
Luppovella	extinct	132.6	137.05	201893
Bochianites	extinct	132.6	137.05	201893
Saynoceras	extinct	132.6	137.05	201893
Neolissoceras	extinct	132.6	137.05	201893
Lytoceras	extinct	132.6	137.05	201893
Phylloceras	extinct	132.6	137.05	201893
Phyllopachyceras	extinct	132.6	137.05	201893
Sonninia	extinct	168.2	170.9	202418
Praestrigites	extinct	168.2	170.9	202418
Hebetoxyites	extinct	168.2	170.9	202418
Lissoceras	extinct	168.2	170.9	202418
Praestrigites	extinct	170.9	174.7	202419
Tmetoceras	extinct	170.9	174.7	202419
Euaptetoceras	extinct	170.9	174.7	202419
Praestrigites	extinct	168.6	170.9	171005
Karakaschiceras	extinct	132.6	137.05	202424
Neocomites	extinct	132.6	137.05	202424
Bochianites	extinct	132.6	137.05	202424
Olcostephanus	extinct	132.6	137.05	202424
Neolissoceras	extinct	132.6	137.05	202424
Neocomites	extinct	132.6	137.05	202425
Neohoploceras	extinct	132.6	137.05	202425
Bochianites	extinct	132.6	137.05	202425
Olcostephanus	extinct	132.6	137.05	202425
Neolissoceras	extinct	132.6	137.05	202425
Karakaschiceras	extinct	132.6	137.05	202426
Neocomites	extinct	132.6	137.05	202426
Olcostephanus	extinct	132.6	137.05	202426
Neolissoceras	extinct	132.6	137.05	202426
Karakaschiceras	extinct	132.6	137.05	202427
Neocomites	extinct	132.6	137.05	202427
Olcostephanus	extinct	132.6	137.05	202427
Lytoceras	extinct	132.6	137.05	202427
Neolissoceras	extinct	132.6	137.05	202427
Karakaschiceras	extinct	132.6	137.05	202428
Bochianites	extinct	132.6	137.05	202428
Olcostephanus	extinct	132.6	137.05	202428
Lytoceras	extinct	132.6	137.05	202428
Eulytoceras	extinct	132.6	137.05	202428
Neolissoceras	extinct	132.6	137.05	202428
Euphylloceras	extinct	132.6	137.05	202428
Bochianites	extinct	132.6	137.05	202429
Lytoceras	extinct	132.6	137.05	202429
Neolissoceras	extinct	132.6	137.05	202429
Karakaschiceras	extinct	132.6	137.05	202430
Neocomites	extinct	132.6	137.05	202430
Bochianites	extinct	132.6	137.05	202430
Lytoceras	extinct	132.6	137.05	202430
Neolissoceras	extinct	132.6	137.05	202430
Euphylloceras	extinct	132.6	137.05	202430
Karakaschiceras	extinct	132.6	137.05	202431
Neocomites	extinct	132.6	137.05	202431
Bochianites	extinct	132.6	137.05	202431
Lytoceras	extinct	132.6	137.05	202431
Neolissoceras	extinct	132.6	137.05	202431
Karakaschiceras	extinct	132.6	137.05	202432
Neocomites	extinct	132.6	137.05	202432
Bochianites	extinct	132.6	137.05	202432
Neolissoceras	extinct	132.6	137.05	202432
Karakaschiceras	extinct	132.6	137.05	202433
Neocomites	extinct	132.6	137.05	202433
Rodighieroites	extinct	132.6	137.05	202433
Neohoploceras	extinct	132.6	137.05	202433
Bochianites	extinct	132.6	137.05	202433
Neolissoceras	extinct	132.6	137.05	202433
Karakaschiceras	extinct	132.6	137.05	202434
Neocomites	extinct	132.6	137.05	202434
Neohoploceras	extinct	132.6	137.05	202434
Oosterella	extinct	132.6	137.05	202434
Bochianites	extinct	132.6	137.05	202434
Olcostephanus	extinct	132.6	137.05	202434
Neolissoceras	extinct	132.6	137.05	202434
Karakaschiceras	extinct	132.6	137.05	202435
Neocomites	extinct	132.6	137.05	202435
Oosterella	extinct	132.6	137.05	202435
Bochianites	extinct	132.6	137.05	202435
Olcostephanus	extinct	132.6	137.05	202435
Lytoceras	extinct	132.6	137.05	202435
Neolissoceras	extinct	132.6	137.05	202435
Euphylloceras	extinct	132.6	137.05	202435
Phyllopachyceras	extinct	132.6	137.05	202435
Karakaschiceras	extinct	132.6	137.05	202436
Neocomites	extinct	132.6	137.05	202436
Neohoploceras	extinct	132.6	137.05	202436
Oosterella	extinct	132.6	137.05	202436
Bochianites	extinct	132.6	137.05	202436
Olcostephanus	extinct	132.6	137.05	202436
Lytoceras	extinct	132.6	137.05	202436
Neolissoceras	extinct	132.6	137.05	202436
Phyllopachyceras	extinct	132.6	137.05	202436
Karakaschiceras	extinct	132.6	137.05	202437
Neocomites	extinct	132.6	137.05	202437
Rodighieroites	extinct	132.6	137.05	202437
Olcostephanus	extinct	132.6	137.05	202437
Eulytoceras	extinct	132.6	137.05	202437
Neolissoceras	extinct	132.6	137.05	202437
Phyllopachyceras	extinct	132.6	137.05	202437
Canadoceras	extinct	83.6	85.7	127684
Pseudoschloenbachia	extinct	83.6	85.7	127684
Damesites	extinct	83.6	85.7	127684
