scientificName	earliestAge	latestAge	higherGeography	site
Hesperocyon	35.92	35.24	NAmerica	now_10299
Parenhydrocyon	32.1	29.75	NAmerica	now_10305
Ectopocynus	29.75	28	NAmerica	now_10307
Ectopocynus	29.75	28	NAmerica	now_10307
Parenhydrocyon	29.75	28	NAmerica	now_10307
Philotrox	29.75	28	NAmerica	now_10307
Enhydrocyon	29.75	28	NAmerica	now_10307
Cormocyon	29.75	28	NAmerica	now_10307
Archaeocyon	29.75	28	NAmerica	now_10307
Otarocyon	29.75	28	NAmerica	now_10307
Phlaocyon	29.75	28	NAmerica	now_10307
Archaeocyon	29.75	28	NAmerica	now_10308
Parenhydrocyon	28	22.2	NAmerica	now_10309
Parenhydrocyon	28	22.2	NAmerica	now_10309
Archaeocyon	28	22.2	NAmerica	now_10309
Otarocyon	28	22.2	NAmerica	now_10309
Parenhydrocyon	28	22.2	NAmerica	now_10312
Enhydrocyon	28	22.2	NAmerica	now_10312
Enhydrocyon	28	22.2	NAmerica	now_10312
Cormocyon	28	22.2	NAmerica	now_10312
Archaeocyon	28	22.2	NAmerica	now_10312
Archaeocyon	28	22.2	NAmerica	now_10312
Otarocyon	28	22.2	NAmerica	now_10312
Parenhydrocyon	19.09	18.5	NAmerica	now_10313
Parenhydrocyon	19.09	18.5	NAmerica	now_10313
Osbornodon	19.09	18.5	NAmerica	now_10313
Cynarctoides	19.09	18.5	NAmerica	now_10313
Phlaocyon	19.09	18.5	NAmerica	now_10313
Desmocyon	19.09	18.5	NAmerica	now_10313
Cormocyon	19.09	18.5	NAmerica	now_10313
Cynarctoides	19.09	18.5	NAmerica	now_10313
Phlaocyon	19.09	18.5	NAmerica	now_10313
Parenhydrocyon	22.2	19.09	NAmerica	now_10315
Parenhydrocyon	22.2	19.09	NAmerica	now_10315
Enhydrocyon	22.2	19.09	NAmerica	now_10315
Leptocyon	22.2	19.09	NAmerica	now_10315
Desmocyon	22.2	19.09	NAmerica	now_10315
Phlaocyon	22.2	19.09	NAmerica	now_10315
Cynarctoides	17.34	15.97	NAmerica	now_10319
Paracynarctus	17.34	15.97	NAmerica	now_10319
Metatomarctus	17.34	15.97	NAmerica	now_10319
Protomarctus	17.34	15.97	NAmerica	now_10319
Aelurodon	12.11	10.09	NAmerica	now_10320
Phlaocyon	17.34	15.97	NAmerica	now_10321
Paratomarctus	14.78	12.57	NAmerica	now_10323
Tomarctus	14.78	12.11	NAmerica	now_10324
Hesperocyon	34.7	33.9	NAmerica	now_10351
Hesperocyon	33.9	32.1	NAmerica	now_10352
Hesperocyon	33.9	32.1	NAmerica	now_10352
Mesocyon	31.4	29.75	NAmerica	now_10353
Cynarctoides	18.5	17.34	NAmerica	now_10357
Phlaocyon	18.5	17.34	NAmerica	now_10357
Protomarctus	18.5	17.34	NAmerica	now_10357
Paracynarctus	17.34	15.97	NAmerica	now_10359
Phlaocyon	22.2	19.09	NAmerica	now_10360
Cynarctoides	22.2	19.09	NAmerica	now_10360
Microtomarctus	14.78	12.57	NAmerica	now_10363
Tomarctus	14.78	12.57	NAmerica	now_10363
Carpocyon	10.09	9.07	NAmerica	now_10364
Leptocyon	15.97	14.78	NAmerica	now_10370
Cynarctus	15.97	14.78	NAmerica	now_10370
Tomarctus	15.97	14.78	NAmerica	now_10370
Microtomarctus	15.97	14.78	NAmerica	now_10370
Aelurodon	15.97	14.78	NAmerica	now_10370
Aelurodon	15.97	14.78	NAmerica	now_10370
Tomarctus	14.78	12.57	NAmerica	now_10371
Microtomarctus	14.78	12.57	NAmerica	now_10371
Carpocyon	14.78	12.57	NAmerica	now_10371
Aelurodon	14.78	12.57	NAmerica	now_10371
Tomarctus	14.78	12.57	NAmerica	now_10372
Microtomarctus	14.78	12.57	NAmerica	now_10372
Carpocyon	14.78	12.57	NAmerica	now_10372
Aelurodon	14.78	12.57	NAmerica	now_10372
Microtomarctus	15.97	14.78	NAmerica	now_10373
Leptocyon	14.78	12.57	NAmerica	now_10374
Cynarctus	14.78	12.57	NAmerica	now_10374
Carpocyon	14.78	12.57	NAmerica	now_10374
Vulpes	7.59	6.88	NAmerica	now_10378
Epicyon	7.59	6.88	NAmerica	now_10378
Borophagus	7.59	6.88	NAmerica	now_10378
Cormocyon	35.24	34.7	NAmerica	now_10383
Hesperocyon	34.7	33.9	NAmerica	now_10384
Hesperocyon	33.9	32.1	NAmerica	now_10385
Mesocyon	33.9	32.1	NAmerica	now_10385
Otarocyon	33.9	32.1	NAmerica	now_10385
Hesperocyon	32.1	29.75	NAmerica	now_10386
Archaeocyon	32.1	29.75	NAmerica	now_10386
Ectopocynus	32.1	29.75	NAmerica	now_10386
Mesocyon	32.1	29.75	NAmerica	now_10386
Cynodesmus	32.1	29.75	NAmerica	now_10386
Osbornodon	32.1	29.75	NAmerica	now_10386
Osbornodon	32.1	29.75	NAmerica	now_10386
Oxetocyon	32.1	29.75	NAmerica	now_10386
Cynarctoides	32.1	29.75	NAmerica	now_10386
Hesperocyon	31.4	28	NAmerica	now_10387
Enhydrocyon	31.4	29.75	NAmerica	now_10389
Archaeocyon	29.75	28	NAmerica	now_10390
Philotrox	29.75	28	NAmerica	now_10390
Hesperocyon	29.75	28	NAmerica	now_10391
Mesocyon	29.75	28	NAmerica	now_10391
Sunkahetanka	29.75	28	NAmerica	now_10391
Philotrox	29.75	28	NAmerica	now_10391
Enhydrocyon	29.75	28	NAmerica	now_10391
Archaeocyon	29.75	28	NAmerica	now_10391
Otarocyon	29.75	28	NAmerica	now_10391
Cynarctoides	29.75	28	NAmerica	now_10391
Leptocyon	29.75	28	NAmerica	now_10391
Archaeocyon	29.75	22.2	NAmerica	now_10392
Cynarctoides	29.75	22.2	NAmerica	now_10392
Cynodesmus	29.75	28	NAmerica	now_10393
Enhydrocyon	28	22.2	NAmerica	now_10394
Enhydrocyon	28	22.2	NAmerica	now_10394
Leptocyon	28	22.2	NAmerica	now_10394
Cynarctoides	28	22.2	NAmerica	now_10394
Cormocyon	28	22.2	NAmerica	now_10394
Phlaocyon	28	22.2	NAmerica	now_10394
Leptocyon	28	22.2	NAmerica	now_10394
Parenhydrocyon	22.2	19.09	NAmerica	now_10395
Enhydrocyon	22.2	19.09	NAmerica	now_10395
Leptocyon	22.2	19.09	NAmerica	now_10395
Desmocyon	22.2	19.09	NAmerica	now_10395
Cormocyon	22.2	19.09	NAmerica	now_10395
Parenhydrocyon	19.09	18.5	NAmerica	now_10396
Leptocyon	19.09	18.5	NAmerica	now_10396
Desmocyon	18.5	17.34	NAmerica	now_10397
Enhydrocyon	28	22.2	NAmerica	now_10399
Leptocyon	28	22.2	NAmerica	now_10399
Phlaocyon	28	22.2	NAmerica	now_10399
Tomarctus	18.5	17.34	NAmerica	now_10402
Cynarctus	12.11	10.09	NAmerica	now_10405
Paratomarctus	12.11	10.09	NAmerica	now_10405
Carpocyon	12.11	10.09	NAmerica	now_10405
Aelurodon	12.11	10.09	NAmerica	now_10405
Epicyon	12.11	10.09	NAmerica	now_10405
