scientificName	earliestAge	latestAge	higherGeography
Borophagus	4.9	1.8	NAmerica
Borophagus	4.9	1.8	NAmerica
Borophagus	4.9	1.8	NAmerica
Borophagus	4.9	1.8	NAmerica
Borophagus	4.9	1.8	NAmerica
Borophagus	4.9	1.8	NAmerica
Borophagus	4.9	1.8	NAmerica
Borophagus	4.9	1.8	NAmerica
Borophagus	4.9	1.8	NAmerica
Borophagus	4.9	1.8	NAmerica
Borophagus	5.333	3.6	NAmerica
Borophagus	5.333	3.6	NAmerica
Borophagus	4.9	1.8	NAmerica
Borophagus	4.9	1.8	NAmerica
Borophagus	4.9	1.8	NAmerica
Brachyopsigale	4.9	1.8	NAmerica
Brachyopsigale	4.9	1.8	NAmerica
Brachyprotoma	1.8	0.3	NAmerica
Brachyprotoma	1.8	0.3	NAmerica
Brachyprotoma	1.8	0.3	NAmerica
Brachyprotoma	1.8	0.3	NAmerica
Brachyprotoma	0.126	0.0117	NAmerica
Brachyprotoma	0.126	0	NAmerica
Brachyprotoma	0.126	0	NAmerica
Brachyprotoma	0.126	0.0117	NAmerica
Brachypsalis	15.97	13.6	NAmerica
Brachypsalis	20.43	15.97	NAmerica
Brachypsalis	15.97	13.6	NAmerica
Brachypsalis	15.97	13.6	NAmerica
Brachypsalis	15.97	13.6	NAmerica
Brachypsalis	15.97	13.6	NAmerica
Brachypsalis	15.97	13.6	NAmerica
Brachypsalis	15.97	13.6	NAmerica
Brachypsalis	15.97	13.6	NAmerica
Brachypsalis	20.43	15.97	NAmerica
Brachypsalis	20.43	15.97	NAmerica
Brachyrhynchocyon	37.2	33.9	NAmerica
Brachyrhynchocyon	37.2	33.9	NAmerica
Brachyrhynchocyon	37.2	33.9	NAmerica
Brachyrhynchocyon	37.2	33.9	NAmerica
Brachyrhynchocyon	37.2	33.9	NAmerica
Brachyrhynchocyon	37.2	33.9	NAmerica
Brachyrhynchocyon	37.2	33.9	NAmerica
Brachyrhynchocyon	37.2	33.9	NAmerica
Brachyrhynchocyon	37.2	33.9	NAmerica
Brachyrhynchocyon	37.2	33.9	NAmerica
Brachyrhynchocyon	37.2	33.9	NAmerica
Brachyrhynchocyon	37.2	33.9	NAmerica
Brachyrhynchocyon	37.2	33.9	NAmerica
Brachyrhynchocyon	37.2	33.9	NAmerica
Brachyrhynchocyon	37.2	33.9	NAmerica
Brachyrhynchocyon	37.2	33.9	NAmerica
Brachyrhynchocyon	37.2	33.9	NAmerica
Brachyrhynchocyon	37.2	33.9	NAmerica
Brachyrhynchocyon	37.2	33.9	NAmerica
Brachyrhynchocyon	37.2	33.9	NAmerica
Brachyrhynchocyon	33.9	33.3	NAmerica
Brevimalictis	15.97	13.6	NAmerica
Broiliana	15.97	13.82	Eurasia
Broiliana	23.03	22.4	Eurasia
Buisnictis	4.9	1.8	NAmerica
Buisnictis	4.9	1.8	NAmerica
Buisnictis	4.9	1.8	NAmerica
Buisnictis	4.9	1.8	NAmerica
Buisnictis	4.9	1.8	NAmerica
Buisnictis	4.9	1.8	NAmerica
Buisnictis	4.9	1.8	NAmerica
Buisnictis	4.9	1.8	NAmerica
Buisnictis	4.9	1.8	NAmerica
Buisnictis	4.9	1.8	NAmerica
Buisnictis	4.9	1.8	NAmerica
Canis	4.9	0.3	NAmerica
Canis	4.9	0.3	NAmerica
Canis	4.9	0.3	NAmerica
Canis	4.9	1.8	NAmerica
Canis	4.9	1.8	NAmerica
Canis	4.9	1.8	NAmerica
Canis	2.588	1.806	NAmerica
Canis	4.9	1.8	NAmerica
Canis	4.9	1.8	NAmerica
Canis	4.9	1.8	NAmerica
Canis	4.9	1.8	NAmerica
Canis	4.9	1.8	NAmerica
Canis	4.9	1.8	NAmerica
Canis	4.9	1.8	NAmerica
Canis	4.9	1.8	NAmerica
Canis	4.9	1.8	NAmerica
Canis	4.9	1.8	NAmerica
Canis	4.9	1.8	NAmerica
Canis	4.9	1.8	NAmerica
Canis	4.9	1.8	NAmerica
Canis	4.9	1.8	NAmerica
Canis	4.9	1.8	NAmerica
Canis	4.9	1.8	NAmerica
Canis	4.9	1.8	NAmerica
Canis	4.9	1.8	NAmerica
Canis	4.9	1.8	NAmerica
Canis	4.9	1.8	NAmerica
Canis	4.9	1.8	NAmerica
Canis	4.9	1.8	NAmerica
Canis	4.9	1.8	NAmerica
Canis	4.9	1.8	NAmerica
Canis	4.9	1.8	NAmerica
Canis	1.8	0.3	NAmerica
Canis	1.8	0.3	NAmerica
Canis	1.8	0.3	NAmerica
Canis	1.8	0.3	NAmerica
Canis	1.8	0.3	NAmerica
Canis	1.8	0.3	NAmerica
Canis	1.8	0.3	NAmerica
Canis	1.8	0.3	NAmerica
Canis	1.8	0.3	NAmerica
Canis	1.8	0.3	NAmerica
Canis	1.8	0.3	NAmerica
Canis	1.8	0.3	NAmerica
Canis	1.8	0.3	NAmerica
Canis	0.126	0.0117	NAmerica
Canis	0.126	0.0117	NAmerica
Canis	1.8	0.3	NAmerica
Canis	1.8	0.3	NAmerica
Canis	1.8	0.3	NAmerica
Canis	1.8	0.3	NAmerica
Canis	1.8	0.3	NAmerica
Canis	1.8	0.3	NAmerica
Canis	2.588	0.0117	NAmerica
Canis	2.588	0.0117	NAmerica
Canis	1.8	0.3	NAmerica
Canis	1.8	0.3	NAmerica
Canis	1.8	0.3	NAmerica
Canis	1.8	0.3	NAmerica
Canis	1.8	0.3	NAmerica
Canis	1.8	0.3	NAmerica
Canis	1.8	0.3	NAmerica
Canis	1.8	0.3	NAmerica
Canis	1.8	0.3	NAmerica
Canis	1.8	0.3	NAmerica
Canis	1.8	0.3	NAmerica
Canis	4.9	1.8	NAmerica
Canis	1.8	0.3	NAmerica
Canis	1.8	0.3	NAmerica
Canis	4.9	1.8	NAmerica
Canis	1.8	0.012	NAmerica
Canis	1.8	0.3	NAmerica
Canis	1.8	0.3	NAmerica
Canis	1.8	0.3	NAmerica
Canis	1.8	0.012	NAmerica
Canis	1.8	0.3	NAmerica
Canis	1.8	0.3	NAmerica
Canis	1.8	0.3	NAmerica
Canis	1.8	0.3	NAmerica
Canis	1.8	0.3	NAmerica
Canis	1.8	0.3	NAmerica
Canis	0.781	0.126	NAmerica
Canis	1.8	0.3	NAmerica
Canis	2.588	1.806	NAmerica
Canis	1.8	0.3	NAmerica
Canis	1.8	0.3	NAmerica
Canis	0.3	0.012	NAmerica
Canis	1.8	0.3	NAmerica
Canis	1.8	0.3	NAmerica
Canis	1.8	0.3	NAmerica
Canis	1.8	0.3	NAmerica
Canis	1.8	0.012	NAmerica
Canis	1.8	0.3	NAmerica
Canis	1.8	0.3	NAmerica
Canis	1.8	0.3	NAmerica
Canis	0.3	0.012	NAmerica
Canis	0.3	0.012	NAmerica
Canis	1.8	0.3	NAmerica
Canis	1.8	0.3	NAmerica
Canis	1.8	0.3	NAmerica
Canis	1.8	0.3	NAmerica
Canis	1.8	0.3	NAmerica
Canis	1.8	0.3	NAmerica
Canis	1.8	0.3	NAmerica
Canis	1.8	0.3	NAmerica
Canis	1.8	0.3	NAmerica
Canis	1.8	0.3	NAmerica
Canis	1.8	0.3	NAmerica
Canis	1.8	0.3	NAmerica
Canis	1.8	0.3	NAmerica
Canis	1.8	0.3	NAmerica
Canis	1.8	0.3	NAmerica
Canis	1.8	0.3	NAmerica
Canis	0.126	0.0117	NAmerica
Canis	0.126	0.0117	NAmerica
Canis	0.126	0.0117	NAmerica
Canis	0.126	0.0117	NAmerica
Canis	0.126	0.0117	NAmerica
Canis	0.126	0.0117	NAmerica
Canis	0.126	0.0117	NAmerica
Canis	0.126	0.0117	NAmerica
Canis	0.126	0.0117	NAmerica
Canis	0.126	0.0117	NAmerica
Canis	0.126	0.0117	NAmerica
Canis	0.126	0.0117	NAmerica
Canis	0.126	0.0117	NAmerica
Canis	0.126	0.0117	NAmerica
Canis	0.3	0.012	NAmerica
Canis	0.126	0.0117	NAmerica
Canis	0.126	0.0117	NAmerica
Canis	0.126	0.0117	NAmerica
Canis	0.126	0.0117	NAmerica
Canis	0.126	0.0117	NAmerica
Canis	0.126	0.0117	NAmerica
Canis	0.126	0.0117	NAmerica
Canis	0.126	0.0117	NAmerica
Canis	0.126	0.0117	NAmerica
Canis	0.126	0.0117	NAmerica
Canis	0.126	0.0117	NAmerica
Canis	0.126	0.0117	NAmerica
Canis	0.126	0.0117	NAmerica
Canis	0.126	0.0117	NAmerica
Canis	2.588	0.781	Eurasia
Canis	2.588	0.781	Eurasia
Canis	0.781	0.126	Eurasia
Canis	2.588	0.0117	Eurasia
Canis	0.781	0.126	Eurasia
Canis	2.588	0.0117	Eurasia
Canis	0.126	0.0117	NAmerica
Canis	0.126	0.0117	NAmerica
Canis	0.781	0.126	NAmerica
Canis	5.333	2.588	Eurasia
Canis	5.333	2.588	Eurasia
Canis	2.588	0.781	Eurasia
Canis	2.588	0.781	Eurasia
Canis	3.2	0.0117	Eurasia
Canis	3.2	0.0117	Eurasia
Canis	2.588	0.0117	Eurasia
Canis	3.2	0.0117	Eurasia
Canis	2.588	0.781	Eurasia
Canis	2.588	0.781	Eurasia
Canis	2.588	0.781	Eurasia
Canis	2.588	0.781	Eurasia
