feature,shap,lwr_shap,upr_shap,rate,rate_lwr,rate_upr
Franconictis__time,0.11239124886702744,0.024479132429688962,0.07580666778314964,NA,NA,NA
Gaillardina__taxon,0.08459795310648681,0.07577387951883649,0.07630988545371435,0.8269321444063052,0.323262960280681,1.6004074386877662
Gaillardina__BodyMass,0.02113652047329192,-0.025954384206896414,0.027839194423760476,NA,NA,NA
Gaillardina__geography,0.06638356757564172,0.08350068445747028,0.06038376996140307,NA,NA,NA
Gaillardina__Temperature,0.012106553916951177,-0.07172802796943249,0.024811537822372144,NA,NA,NA
Gaillardina__time,-0.008941647284087261,-0.1563014997804374,0.012766975874008398,NA,NA,NA
Gobicyon__taxon,-0.3279891904075902,-0.11387076160092688,0.009157906133635603,0.26347577408766454,0.0,0.8033688615085193
Gobicyon__BodyMass,0.09835161760406493,-0.01655080144965141,0.04981752029175732,NA,NA,NA
Gobicyon__geography,0.14948891730507538,-0.0011766566597223049,0.05413505840588386,NA,NA,NA
Gobicyon__Temperature,-0.048967100043423965,-0.024912025359350408,0.012666351168312688,NA,NA,NA
Gobicyon__time,0.21730858184125407,0.009400906434966985,0.07633452753566904,NA,NA,NA
Grivamephitis__taxon,0.1060286165493014,-0.03943866739228934,0.0673504303657745,0.45827321193517645,0.19215749619320202,0.7777989627665879
Grivamephitis__BodyMass,-0.07582986481126323,-0.04891630353163837,0.013709593430631713,NA,NA,NA
Grivamephitis__geography,0.0938877556628963,-0.0034135888111709476,0.05354525015991527,NA,NA,NA
Grivamephitis__Temperature,-0.04318857495238333,-0.05217178103497648,0.007050103993118306,NA,NA,NA
Grivamephitis__time,0.09438501533973319,-0.0031689978646088682,0.06045598558581869,NA,NA,NA
Gulo__taxon,0.2262614757736133,0.03140399944726492,0.17655017926129812,0.10859651858667348,0.0,0.21429572944827296
Gulo__BodyMass,0.016695251378192565,-0.009148609748169605,0.024247468744601798,NA,NA,NA
Gulo__geography,-0.19234423054717953,-0.0830556901570887,-0.045854180480172944,NA,NA,NA
Gulo__Temperature,0.010772766912804408,-0.014006874650010942,0.047863049395858476,NA,NA,NA
Gulo__time,-0.12807169271904154,-0.07230216352667967,-0.000695153386326955,NA,NA,NA
Hadrictis__taxon,0.08712024331872203,0.03274920221692904,0.07700461340038124,0.8632371656044289,0.3039886680618965,1.7598129331717471
Hadrictis__BodyMass,0.035389158539395435,-0.009982379151070338,0.039411844642429236,NA,NA,NA
Hadrictis__geography,0.06581636087186697,0.012744536410956934,0.055813676196341554,NA,NA,NA
Hadrictis__Temperature,0.017604927742281208,-0.032457696022247066,0.02970756476952603,NA,NA,NA
Hadrictis__time,-0.03064774268398129,-0.1501630020892526,0.0001736645265804047,NA,NA,NA
Haplocyon__taxon,0.008101658551275748,-0.10978210040895595,0.04400442095450522,0.7677371542901656,0.4289929815366761,1.271021402759407
Haplocyon__BodyMass,0.018104772971266895,-0.030820134340701386,0.031320109053874584,NA,NA,NA
Haplocyon__geography,0.061558817539283224,0.011365426684094723,0.048872189150715596,NA,NA,NA
Haplocyon__Temperature,-0.012180090330012997,-0.07161807454348132,0.01192244308375054,NA,NA,NA
Haplocyon__time,0.09969778905647149,0.053745543974359884,0.0659922012924125,NA,NA,NA
Haplocyonoides__taxon,0.007494441565443723,-0.12673364093956274,0.04215990864530826,0.7247621530549293,0.39627942410932415,1.199372445945157
Haplocyonoides__BodyMass,0.017359166145734493,-0.0305416462668323,0.02742062677588168,NA,NA,NA
Haplocyonoides__geography,0.06438305488138853,0.026309130681776958,0.05421420233255315,NA,NA,NA
Haplocyonoides__Temperature,-0.014507194745731712,-0.0768185271729464,0.012484285879015943,NA,NA,NA
Haplocyonoides__time,0.10055347994144932,0.06067534506288048,0.06583233990249944,NA,NA,NA
Helarctos__taxon,0.10514604057022103,-0.03516901506833696,0.09117540629153283,0.3166502269500091,0.03982428362425086,0.5853287063235458
Helarctos__BodyMass,0.01538402429105746,-0.010591061446669194,0.016600306377387023,NA,NA,NA
Helarctos__geography,0.14769436509902897,0.002395300536640444,0.0460367969854603,NA,NA,NA
Helarctos__Temperature,0.08090204641404945,-0.01459316859278689,0.05326032217043392,NA,NA,NA
Helarctos__time,-0.2077591972126321,-0.08915139406353141,-0.00496146828955557,NA,NA,NA
Hemicyon__taxon,-0.10627952459277946,-0.08274197145191328,0.0414049833491828,0.14514355830031456,0.0,0.48198839373404595
Hemicyon__BodyMass,0.0918962564777793,-0.004944401982931833,0.06433321402576321,NA,NA,NA
Hemicyon__geography,-0.18579140929124335,-0.054706795140124165,-0.0013866209204045782,NA,NA,NA
Hemicyon__Temperature,-0.01822716127316065,-0.01703727174666287,0.01345086503706253,NA,NA,NA
Hemicyon__time,0.18826244919143437,0.012321101686948131,0.08430892204365449,NA,NA,NA
Herpestes__taxon,-0.08150303580187435,-0.0846718594247533,0.05061234516377794,0.3699116585707596,0.0,0.9733466991495324
Herpestes__BodyMass,-0.028390874979641795,-0.03186676000677229,0.012842705401811028,NA,NA,NA
Herpestes__geography,0.15464949159701552,-0.006159912114436443,0.0640856584085029,NA,NA,NA
Herpestes__Temperature,-0.03734783164527099,-0.03195987443390323,0.01017693676249754,NA,NA,NA
Herpestes__time,0.16787519861805594,0.0075490673451812556,0.06439371779866904,NA,NA,NA
Herpestides__taxon,0.04791289698663308,-0.08284818449896914,0.06700324025389891,0.9917936643037838,0.11509221119459662,1.6699497984595313
Herpestides__BodyMass,-0.004750566424084658,-0.03638455920761531,0.016956139622157286,NA,NA,NA
